order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status,created_at
ORD-20251112-625798,2025-11-12T11:07:35.285265,REST-SHJ-001,CUST-10086,dine_in,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 41.26, ""subtotal"": 82.52}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 18.27, ""subtotal"": 36.54}]",119.06,cash,completed,2025-11-12T11:07:35.285265
ORD-20251112-398310,2025-11-12T12:09:09.285265,REST-SHJ-001,CUST-10462,dine_in,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 39.78, ""subtotal"": 79.56}]",79.56,card,delivered,2025-11-12T12:09:09.285265
ORD-20251112-613368,2025-11-12T12:20:51.285265,REST-DXB-002,CUST-10401,dine_in,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 40.0, ""subtotal"": 80.0}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.12, ""subtotal"": 24.24}]",104.24,wallet,completed,2025-11-12T12:20:51.285265
ORD-20251112-353265,2025-11-12T12:28:53.285265,REST-AUH-002,CUST-10453,delivery,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 38.02, ""subtotal"": 114.06}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 5.91, ""subtotal"": 5.91}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 45.71, ""subtotal"": 45.71}]",165.68,cash,delivered,2025-11-12T12:28:53.285265
ORD-20251112-359767,2025-11-12T12:59:33.285265,REST-DXB-002,CUST-10076,delivery,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 39.14, ""subtotal"": 78.28}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.12, ""subtotal"": 12.12}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 15.37, ""subtotal"": 30.74}]",121.14,cash,delivered,2025-11-12T12:59:33.285265
ORD-20251112-391772,2025-11-12T13:08:18.285265,REST-AUH-002,CUST-10360,takeaway,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 17.55, ""subtotal"": 52.65}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.88, ""subtotal"": 50.88}]",103.53,cash,completed,2025-11-12T13:08:18.285265
ORD-20251112-245045,2025-11-12T13:54:31.285265,REST-DXB-002,CUST-10406,delivery,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 40.0, ""subtotal"": 40.0}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 18.63, ""subtotal"": 37.26}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 53.11, ""subtotal"": 159.33}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 17.81, ""subtotal"": 35.62}]",272.21,cash,delivered,2025-11-12T13:54:31.285265
ORD-20251112-777940,2025-11-12T14:01:06.285265,REST-DXB-001,CUST-10338,dine_in,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.33, ""subtotal"": 12.33}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 17.31, ""subtotal"": 34.62}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 41.44, ""subtotal"": 124.32}]",171.27,cash,completed,2025-11-12T14:01:06.285265
ORD-20251112-484093,2025-11-12T14:32:17.285265,REST-DXB-002,CUST-10011,dine_in,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 40.0, ""subtotal"": 120.0}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 47.64, ""subtotal"": 142.92}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 42.59, ""subtotal"": 127.77}]",390.69,card,completed,2025-11-12T14:32:17.285265
ORD-20251112-109029,2025-11-12T14:34:09.285265,REST-DXB-001,CUST-10395,takeaway,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 22.16, ""subtotal"": 22.16}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 22.96, ""subtotal"": 68.88}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.15, ""subtotal"": 36.3}]",127.34,cash,delivered,2025-11-12T14:34:09.285265
ORD-20251112-605133,2025-11-12T14:46:44.285265,REST-AUH-002,CUST-10361,delivery,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.7, ""subtotal"": 18.7}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.83, ""subtotal"": 43.66}]",62.36,cash,delivered,2025-11-12T14:46:44.285265
ORD-20251112-452767,2025-11-12T15:20:27.285265,REST-DXB-002,CUST-10089,dine_in,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.52, ""subtotal"": 12.52}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.16, ""subtotal"": 30.32}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 18.63, ""subtotal"": 37.26}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 18.28, ""subtotal"": 36.56}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 42.59, ""subtotal"": 127.77}]",244.43,cash,completed,2025-11-12T15:20:27.285265
ORD-20251112-196699,2025-11-12T15:26:03.285265,REST-DXB-001,CUST-10182,dine_in,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 22.16, ""subtotal"": 66.48}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 19.25, ""subtotal"": 19.25}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 14.86, ""subtotal"": 14.86}]",100.59,wallet,delivered,2025-11-12T15:26:03.285265
ORD-20251112-400834,2025-11-12T15:27:30.285265,REST-DXB-002,CUST-10413,delivery,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 38.18, ""subtotal"": 76.36}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 46.68, ""subtotal"": 93.36}]",169.72,wallet,delivered,2025-11-12T15:27:30.285265
ORD-20251112-665712,2025-11-12T15:56:41.285265,REST-AUH-002,CUST-10083,takeaway,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.03, ""subtotal"": 12.03}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 38.8, ""subtotal"": 116.4}]",128.43,card,delivered,2025-11-12T15:56:41.285265
ORD-20251112-267983,2025-11-12T16:02:08.285265,REST-DXB-001,CUST-10192,delivery,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 39.57, ""subtotal"": 118.71}]",118.71,card,completed,2025-11-12T16:02:08.285265
ORD-20251112-384321,2025-11-12T16:13:11.285265,REST-AUH-002,CUST-10488,delivery,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 36.72, ""subtotal"": 110.16}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 39.91, ""subtotal"": 119.73}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.88, ""subtotal"": 152.64}]",382.53,cash,completed,2025-11-12T16:13:11.285265
ORD-20251112-332126,2025-11-12T16:19:30.285265,REST-DXB-001,CUST-10312,delivery,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 22.96, ""subtotal"": 45.92}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 38.2, ""subtotal"": 114.6}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 66.53, ""subtotal"": 199.59}]",360.11,cash,completed,2025-11-12T16:19:30.285265
ORD-20251112-561060,2025-11-12T16:37:14.285265,REST-DXB-002,CUST-10497,takeaway,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.11, ""subtotal"": 9.11}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.8, ""subtotal"": 152.4}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.12, ""subtotal"": 36.36}]",197.87,cash,completed,2025-11-12T16:37:14.285265
ORD-20251112-333852,2025-11-12T16:48:52.285265,REST-SHJ-001,CUST-10286,dine_in,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 41.26, ""subtotal"": 41.26}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 20.04, ""subtotal"": 40.08}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.47, ""subtotal"": 12.47}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.47, ""subtotal"": 42.94}]",136.75,wallet,delivered,2025-11-12T16:48:52.285265
ORD-20251112-779713,2025-11-12T16:54:31.285265,REST-AUH-002,CUST-10354,dine_in,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 63.72, ""subtotal"": 127.44}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.03, ""subtotal"": 24.06}]",151.5,card,delivered,2025-11-12T16:54:31.285265
ORD-20251112-158511,2025-11-12T17:15:00.285265,REST-DXB-002,CUST-10466,takeaway,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 18.63, ""subtotal"": 55.89}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.52, ""subtotal"": 37.56}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 42.59, ""subtotal"": 42.59}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.68, ""subtotal"": 46.68}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 39.14, ""subtotal"": 39.14}]",221.86,cash,completed,2025-11-12T17:15:00.285265
ORD-20251112-976400,2025-11-12T17:28:01.285265,REST-AUH-002,CUST-10272,delivery,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 38.02, ""subtotal"": 114.06}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.03, ""subtotal"": 36.09}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 21.83, ""subtotal"": 65.49}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 63.72, ""subtotal"": 191.16}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.11, ""subtotal"": 129.33}]",536.13,card,completed,2025-11-12T17:28:01.285265
ORD-20251112-492921,2025-11-12T17:30:48.285265,REST-DXB-001,CUST-10217,dine_in,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.1, ""subtotal"": 18.1}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 38.2, ""subtotal"": 38.2}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.16, ""subtotal"": 86.32}]",142.62,wallet,completed,2025-11-12T17:30:48.285265
ORD-20251112-998438,2025-11-12T17:40:14.285265,REST-DXB-001,CUST-10327,takeaway,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 7.67, ""subtotal"": 15.34}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 22.96, ""subtotal"": 68.88}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 66.53, ""subtotal"": 66.53}]",150.75,card,delivered,2025-11-12T17:40:14.285265
ORD-20251112-279949,2025-11-12T18:03:03.285265,REST-AUH-001,CUST-10383,delivery,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 15.45, ""subtotal"": 15.45}]",15.45,card,completed,2025-11-12T18:03:03.285265
ORD-20251112-463099,2025-11-12T18:03:30.285265,REST-DXB-001,CUST-10275,dine_in,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 17.31, ""subtotal"": 51.93}]",51.93,cash,delivered,2025-11-12T18:03:30.285265
ORD-20251112-274895,2025-11-12T18:09:16.285265,REST-DXB-001,CUST-10437,delivery,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 40.66, ""subtotal"": 81.32}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.15, ""subtotal"": 36.3}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.33, ""subtotal"": 12.33}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 17.31, ""subtotal"": 17.31}]",147.26,wallet,delivered,2025-11-12T18:09:16.285265
ORD-20251112-617620,2025-11-12T18:39:58.285265,REST-DXB-002,CUST-10021,delivery,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 46.68, ""subtotal"": 93.36}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 18.28, ""subtotal"": 36.56}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 42.59, ""subtotal"": 127.77}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.83, ""subtotal"": 29.49}]",287.18,cash,delivered,2025-11-12T18:39:58.285265
ORD-20251112-283625,2025-11-12T19:20:26.285265,REST-DXB-002,CUST-10189,takeaway,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.48, ""subtotal"": 42.96}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.28, ""subtotal"": 54.84}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 37.42, ""subtotal"": 74.84}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.52, ""subtotal"": 12.52}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.8, ""subtotal"": 50.8}]",235.96,wallet,delivered,2025-11-12T19:20:26.285265
ORD-20251112-846546,2025-11-12T19:51:58.285265,REST-AUH-001,CUST-10130,dine_in,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.5, ""subtotal"": 11.5}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 45.95, ""subtotal"": 91.9}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.26, ""subtotal"": 9.26}]",112.66,wallet,completed,2025-11-12T19:51:58.285265
ORD-20251112-348127,2025-11-12T21:28:00.285265,REST-DXB-002,CUST-10388,delivery,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 15.37, ""subtotal"": 15.37}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.12, ""subtotal"": 36.36}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 17.81, ""subtotal"": 53.43}]",105.16,card,delivered,2025-11-12T21:28:00.285265
ORD-20251112-513597,2025-11-12T21:30:53.285265,REST-SHJ-001,CUST-10109,dine_in,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.75, ""subtotal"": 131.25}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 10.14, ""subtotal"": 30.42}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.47, ""subtotal"": 42.94}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.85, ""subtotal"": 37.7}]",242.31,wallet,completed,2025-11-12T21:30:53.285265
ORD-20251112-519403,2025-11-12T21:41:35.285265,REST-SHJ-001,CUST-10406,dine_in,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.37, ""subtotal"": 46.37}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 54.19, ""subtotal"": 54.19}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.97, ""subtotal"": 11.94}]",112.5,cash,completed,2025-11-12T21:41:35.285265
ORD-20251112-995005,2025-11-12T21:44:58.285265,REST-AUH-001,CUST-10216,dine_in,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 8.01, ""subtotal"": 8.01}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 14.75, ""subtotal"": 29.5}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 39.02, ""subtotal"": 39.02}]",76.53,cash,delivered,2025-11-12T21:44:58.285265
ORD-20251112-133885,2025-11-12T21:49:41.285265,REST-AUH-002,CUST-10151,dine_in,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 21.83, ""subtotal"": 43.66}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.81, ""subtotal"": 56.43}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 35.72, ""subtotal"": 71.44}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 7.82, ""subtotal"": 7.82}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 18.25, ""subtotal"": 18.25}]",197.6,card,completed,2025-11-12T21:49:41.285265
ORD-20251113-175622,2025-11-13T10:37:38.285265,REST-AUH-002,CUST-10235,takeaway,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 38.02, ""subtotal"": 114.06}]",114.06,cash,completed,2025-11-13T10:37:38.285265
ORD-20251113-637441,2025-11-13T10:41:27.285265,REST-DXB-001,CUST-10059,dine_in,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 17.31, ""subtotal"": 17.31}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 51.0, ""subtotal"": 51.0}]",68.31,card,delivered,2025-11-13T10:41:27.285265
ORD-20251113-984057,2025-11-13T10:41:47.285265,REST-DXB-001,CUST-10209,takeaway,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 19.25, ""subtotal"": 19.25}]",19.25,card,delivered,2025-11-13T10:41:47.285265
ORD-20251113-683592,2025-11-13T11:06:03.285265,REST-DXB-001,CUST-10417,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 54.68, ""subtotal"": 109.36}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 39.92, ""subtotal"": 39.92}]",149.28,wallet,completed,2025-11-13T11:06:03.285265
ORD-20251113-551728,2025-11-13T11:10:59.285265,REST-DXB-001,CUST-10186,takeaway,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 22.16, ""subtotal"": 22.16}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 39.57, ""subtotal"": 118.71}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.47, ""subtotal"": 37.41}]",178.28,wallet,completed,2025-11-13T11:10:59.285265
ORD-20251113-338577,2025-11-13T11:29:53.285265,REST-AUH-001,CUST-10224,delivery,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.26, ""subtotal"": 27.78}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 48.04, ""subtotal"": 96.08}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.09, ""subtotal"": 36.18}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 22.78, ""subtotal"": 22.78}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 41.56, ""subtotal"": 124.68}]",307.5,wallet,delivered,2025-11-13T11:29:53.285265
